,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,
50,8576.403163,9926.323046,8629.166667,10383.53722,12131.94096,10560.24176,15474.88254,13822.17084,13972.83518,14885.36329,,,,,,,,,,
51,8243.555546,10653.55837,8411.666667,9107.811969,10855.04782,10749.97448,17863.89108,13554.37271,11172.08961,15257.33231,,,,,,,,,,
52,7073.202815,10044.80426,8379.166667,9016.281059,10096.50051,10286.99304,20894.58235,14179.05412,13119.48688,16598.26511,,,,,,,,,,
53,6831.820792,8276.376616,7280.833333,8122.947879,9774.197345,9300.450812,16714.94292,12781.00069,13462.81823,15440.36152,,,,,,,,,,
54,5722.320891,7189.651194,6360,7751.718828,9380.387851,8641.472287,15831.23158,12354.22164,13883.66434,15487.06025,,,,,,,,,,
55,5467.561907,7272.618078,5432.888333,7235.10167,7995.497372,8038.655777,9914.313491,11555.52519,10714.54231,12859.87003,,,,,,,,,,
56,5238.856859,6153.613239,6382.209167,6747.440758,7171.216012,8094.624692,7872.270536,10678.84236,11083.21035,11327.50339,,,,,,,,,,
57,5188.510157,6077.512835,5780.095,6660.239102,7854.645802,7620.73903,8990.78739,10350.9569,10952.08439,12959.71971,,,,,,,,,,
58,4944.689999,6445.093968,5627.161667,7228.925646,7853.204207,7906.634302,8376.862673,10277.27861,9106.078689,11835.08278,,,,,,,,,,
59,4648.234591,6030.571404,5615.905833,7458.074237,8194.308439,8043.70372,8733.676342,11854.28061,7792.334263,12297.67562,,,,,,,,,,
60,4774.407276,6375.01617,6395.5075,8196.618727,8287.678052,9300.209459,9718.960822,12326.31648,9414.906034,13520.55485,,,,,,,,,,
61,4630.963997,6598.177903,6975.4425,8327.834813,9691.070532,9982.892761,9720.159304,12557.4722,12307.84592,13914.54158,,,,,,,,,,
62,4811.680987,6813.292154,7042.793333,7694.118938,9082.851359,11310.28386,11389.12653,12389.61872,10867.33575,12710.50897,,,,,,,,,,
63,5222.220148,6471.297826,7359.240833,8193.025129,8814.680721,10629.90827,11118.16506,11707.85734,13456.98172,11152.14573,,,,,,,,,,
64,5518.529561,6870.070803,7453.7425,7480.543678,8353.454864,11700.62204,11787.77358,10812.52932,11973.55275,13646.31562,,,,,,,,,,
65,6960.552091,6745.549824,8196.216667,8050.534119,8643.412427,10355.1951,11715.83657,10160.70047,11199.03369,14599.99424,,,,,,,,,,
66,7833.536752,7685.862245,9826.476667,8915.764499,10644.78974,11133.09478,11891.41484,12212.30626,11803.27216,16363.30736,,,,,,,,,,
67,9500.60168,10636.04186,14188.33333,13458.66244,14565.53858,13419.86318,14399.79688,18047.19706,16357.91032,20205.01171,,,,,,,,,,
68,14007.31691,14332.76777,16820,18137.98252,21533.20155,17024.71589,21447.88642,27997.1397,24741.84382,27063.73841,,,,,,,,,,
69,14065.82314,14148.74572,17039.16667,17858.25034,22780.49816,18380.84028,21988.50748,27055.52099,26727.26493,23058.80352,,,,,,,,,,
70,15354.82895,14340.10104,15346.66667,19649.84299,18845.59283,20456.1748,22631.57987,25844.86964,27236.8766,25212.13304,,,,,,,,,,
71,12878.79265,13562.20468,12584.16667,15796.7774,16724.7297,18980.55323,24747.13762,21273.02733,23885.73207,20783.09934,,,,,,,,,,
72,10332.66632,10913.7648,10091.66667,11802.38382,12692.60622,16359.21154,21650.05823,18829.53356,18849.38564,16853.85095,,,,,,,,,,
73,9056.419928,10232.86471,8952.5,10020.05902,14408.53536,15728.81313,16189.71692,15775.68378,16286.04763,14364.82797,,,,,,,,,,
74,8519.704769,9286.70142,8474.166667,8053.265226,12846.38922,12049.3229,13785.25938,14521.28213,15706.34854,16013.49912,,,,,,,,,,
75,9004.364795,8527.140284,8464.166667,5804.835967,11537.35546,11763.44494,14342.26598,14090.68756,13125.29996,17720.59583,,,,,,,,,,
76,8125.628568,7964.845566,8490,6812.159308,11803.22665,11767.84334,14733.60175,13858.65811,13945.92055,17460.46237,,,,,,,,,,
77,6781.895014,7398.178182,8246.666667,7547.388022,11021.05786,10509.39486,14612.82792,12992.00864,12576.17917,16182.21103,,,,,,,,,,
78,6974.514672,7535.613727,8513.333333,8237.293008,10035.70671,9695.55169,14617.34586,13039.33609,14341.75943,15610.27949,,,,,,,,,,
79,5870.422115,6001.94967,8209.886667,7754.48811,8394.216926,7621.242054,11587.31708,11672.41002,12296.55604,13208.91014,,,,,,,,,,
80,5941.958901,5315.941385,6845.648333,6926.967527,8511.442202,7787.296292,11096.57747,10105.53962,10555.20807,13377.48552,,,,,,,,,,
81,5682.95608,5530.175821,6938.7375,6201.05124,8371.373039,8008.246514,11008.0238,9572.068758,10213.20134,11072.64508,,,,,,,,,,
82,5455.794611,5440.960816,6062.3425,5864.723568,8428.948058,8215.751401,9720.443822,12096.91729,10292.19866,11779.90401,,,,,,,,,,
83,5509.254834,5461.199895,6531.983333,6767.681999,7781.159576,8787.402184,11411.1481,11681.95775,10329.51302,12977.44395,,,,,,,,,,
84,5550.668447,5606.784308,6141.791667,7638.040116,7918.477103,8990.481474,12260.26306,12345.43727,10049.75928,12084.1807,,,,,,,,,,
85,5874.423924,5819.532092,6983.185,8247.707253,9243.969168,10039.43783,12056.98724,14534.91017,9418.979429,12625.47167,,,,,,,,,,
86,6096.427742,5528.298748,6648.9525,8827.234267,10198.88116,10423.02677,11816.7606,13014.30198,10803.76131,14219.13568,,,,,,,,,,
87,6728.287817,6141.902938,7316.153333,9121.752683,9781.934466,10646.19192,12226.2792,11340.93118,11185.33855,12665.55421,,,,,,,,,,
88,6472.566514,6820.99683,6892.895,8124.845115,9645.622634,10037.66423,12212.07128,12492.60193,13358.20915,13575.92932,,,,,,,,,,
89,7057.159267,6889.904889,6986.651667,8302.306669,10199.14169,9795.353207,12893.52433,12517.51774,13702.68031,13384.92915,,,,,,,,,,
90,9141.66071,7468.910861,8211.460833,8871.019725,11143.6217,9651.563451,14421.18377,16921.49144,14271.40554,13962.39876,,,,,,,,,,
91,14398.83289,10566.68337,12170.16667,11637.35826,16663.50129,12749.57984,21038.01537,23357.2397,19969.36783,19672.77819,,,,,,,,,,
92,20971.29745,13661.45944,16002.5,17654.25693,22218.10521,19437.26571,27007.43521,31497.86899,26314.56299,26798.84255,,,,,,,,,,
93,17789.20766,12232.61184,16265,18612.9256,21054.16882,20718.85399,27035.98505,29205.02859,25869.80566,27002.2152,,,,,,,,,,
94,14939.26115,12979.61767,14965.83333,20110.23818,19284.13956,19908.4936,27858.31097,26670.76424,25777.6249,23109.61966,,,,,,,,,,
95,11791.28026,11296.06293,12691.66667,15646.42616,17995.40684,17728.99796,22576.96386,20134.28136,23148.38508,22688.59427,,,,,,,,,,
96,10210.21561,11017.90805,10791.66667,12437.38478,15647.45053,17186.07361,19593.39924,17127.04979,18227.14966,16313.03639,,,,,,,,,,
97,9301.275723,10096.37586,9559.166667,10143.87237,14879.82724,13157.46773,16973.62649,16133.54244,15163.247,15648.27389,,,,,,,,,,
98,8058.039561,9561.306943,8700.833333,8429.64505,12871.75672,12503.45887,16511.83452,15599.83802,13189.33618,16169.38561,,,,,,,,,,
99,7364.47217,8937.284617,8595.833333,7449.037236,9861.423241,12358.18818,16256.21678,14733.77576,11110.0164,16788.44651,,,,,,,,,,
100,6792.293546,9376.808936,8490,7703.549803,10758.65882,11965.42069,14239.13055,14738.40089,10087.87755,16254.84372,,,,,,,,,,
101,7006.127739,8071.015043,8444.166667,8647.678382,9827.310223,11288.61441,13057.61839,13624.09156,8801.053563,14091.92269,,,,,,,,,,
102,6291.44989,6667.498374,8263.333333,9596.875756,9118.775957,10751.78559,13288.32479,12765.86239,10080.4703,14471.34488,,,,,,,,,,
103,6013.560679,6118.679031,7136.3075,7957.61549,7954.501058,8352.627545,9449.53852,10650.44134,9038.244334,11812.89205,,,,,,,,,,
104,6009.511484,5276.867853,6625.041667,6919.221646,8195.805478,6587.479763,9108.072151,10577.71039,9345.631838,11073.83966,,,,,,,,,,
105,6577.072988,5300.220659,7102.6425,5600.249782,8665.967347,7969.713535,9240.687411,10429.29611,9748.613163,11876.47625,,,,,,,,,,
106,5923.930687,5642.494892,7135.713333,4891.204272,9253.335662,9157.56261,9492.805604,10967.609,10701.09993,12447.00219,,,,,,,,,,
107,5546.268949,5679.206386,6441.069167,6152.923715,9411.548782,10015.20403,10279.09895,10487.63756,10496.96161,11883.0717,,,,,,,,,,
108,5392.076646,5524.994552,7227.008333,6469.085371,9718.944168,11662.28087,10362.47961,10591.10621,10560.22854,12208.2992,,,,,,,,,,
109,6825.171373,6102.774884,7430.479167,7945.928052,9495.481866,11787.50255,11118.98164,12717.34723,9852.418358,12854.33664,,,,,,,,,,
110,7248.379668,5771.511552,7776.986667,8677.897861,8345.229847,12266.65604,11985.06384,14449.13872,11249.21162,13192.69005,,,,,,,,,,
111,7554.660821,5585.553768,7691.155833,9617.365313,8513.855963,12806.15747,11895.45568,14595.62464,12985.16112,13793.41552,,,,,,,,,,
112,7858.390285,6265.991739,7837.555833,9631.633728,10027.09017,11496.75038,11792.82097,14099.60519,13358.04674,15505.45189,,,,,,,,,,
113,7299.807161,6445.904337,6913.954167,8626.570766,8833.084164,9599.945595,11843.87532,13951.88307,12090.71851,15772.34366,,,,,,,,,,
114,7840.09318,7182.255794,8568.4275,10882.76426,10720.94348,10778.5379,13042.86578,13944.31832,13709.55726,15937.0115,,,,,,,,,,
115,10916.41778,9652.110824,13002.82917,14712.03711,13710.78726,15567.28047,17918.39652,20121.35509,18345.67046,20829.13398,,,,,,,,,,
116,14333.57443,15146.64792,16264.16667,19566.99477,20328.23485,22494.76277,24162.74918,28539.62127,28475.94076,27429.41528,,,,,,,,,,
117,14425.60281,14696.148,16422.5,21027.15662,22658.74053,24838.00727,28701.59814,26341.90171,30133.39828,30040.44151,,,,,,,,,,
118,14092.75581,14189.48833,14775,22605.27738,21386.50212,23480.85536,28061.12639,24478.8439,28714.50112,27774.2215,,,,,,,,,,
119,11736.09575,12909.93551,12750.83333,20175.686,17968.74826,21733.14055,22175.09588,22884.6059,22980.09809,25459.94962,,,,,,,,,,
120,9478.025562,11478.97859,10850.83333,17521.47576,15091.19902,16563.69142,19016.31229,17358.16182,17834.69926,18640.99902,,,,,,,,,,
121,7966.004172,9993.450347,9454.166667,12424.25162,12540.0748,13572.75208,16686.61143,14237.93605,16130.47974,17340.62984,,,,,,,,,,
122,7346.670095,9719.349847,9053.333333,10538.87275,12215.09348,12197.63364,14942.23304,13255.63052,14380.987,15519.5911,,,,,,,,,,
123,6999.807327,9899.306468,8943.333333,11333.94885,12331.84093,11635.97802,13372.96266,13877.85603,12364.88338,13122.53709,,,,,,,,,,
124,6592.863528,8565.387604,8589.166667,12740.94589,11637.24785,11965.75877,12510.89875,14643.678,11433.08339,13297.13858,,,,,,,,,,
125,6840.585319,7702.492911,7994.166667,11678.33416,10316.75721,12526.64967,12753.11347,14652.35608,11746.15947,14602.20737,,,,,,,,,,
126,7268.338334,7373.324794,6464.166667,12404.195,9471.934036,11565.41805,12554.48594,13963.58383,11313.5968,16011.33288,,,,,,,,,,
127,6059.137805,5973.698164,5241.710833,8969.659853,8002.765386,10386.59296,11402.99389,9437.000984,9036.087971,13382.24332,,,,,,,,,,
128,6344.295832,5828.753723,6195.243333,7051.477626,7503.346022,10237.12766,11150.78784,9426.282502,10433.98944,11946.82727,,,,,,,,,,
129,5443.318758,6205.367649,6203.9825,5649.507702,8891.95574,11159.4311,11688.03573,10129.41468,10090.07878,12250.26304,,,,,,,,,,
130,5014.83743,5972.06194,6675.278333,6206.419813,9963.259034,9890.82349,12073.35286,10811.31801,10224.00965,10809.59845,,,,,,,,,,
131,5700.481766,5906.113977,7133.929167,6646.856943,10321.55343,9117.780484,10657.04797,12077.64152,10385.35622,11655.9185,,,,,,,,,,
132,6338.611483,6438.708127,6649.900833,6593.751895,12160.90414,9604.353638,10367.6375,12335.85441,10774.85529,12594.98287,,,,,,,,,,
133,6923.576445,6917.617713,6896.6025,7718.431437,11605.1889,10794.26032,9801.321759,12330.07029,10508.10084,11612.17604,,,,,,,,,,
134,7035.052177,7387.07604,7226.9825,8896.633483,9981.569912,11219.98546,10881.81261,12722.40587,11668.42212,13001.14373,,,,,,,,,,
135,7098.704084,7046.70941,7188.489167,10086.70927,9990.815188,11736.52313,9398.933823,13560.21481,13152.67733,11141.30948,,,,,,,,,,
136,6951.274785,7175.120797,7180.625833,9839.820123,9556.417399,10770.28276,8708.982194,14183.2946,13076.93113,9836.10617,,,,,,,,,,
137,6762.676186,7370.024003,7574.724167,10452.17209,9440.140137,10261.89373,9882.20283,13540.24028,12225.59033,10096.33432,,,,,,,,,,
138,7328.97184,8201.981358,8600.545,11271.29485,10284.75562,11203.17631,10396.57819,14269.86776,13104.47873,14625.82337,,,,,,,,,,
139,9921.776003,11009.67624,12155.6475,15127.86651,14759.03573,16443.97184,16078.23502,18739.02803,19583.35429,21073.71593,,,,,,,,,,
140,13169.75966,14148.00366,15773.33333,20685.62855,17242.436,20126.63973,22648.6397,24587.88168,28094.0512,29556.39735,,,,,,,,,,
141,14866.94847,12924.47832,15618.33333,20555.65314,17480.20686,21962.61487,22128.40105,24904.63176,27145.65341,32805.30767,,,,,,,,,,
142,14275.2163,12160.85008,14662.5,20111.09924,17724.01113,22068.37124,24142.33973,24238.96365,24464.24841,31305.77171,,,,,,,,,,
143,12701.97313,11982.1283,12710,17954.07723,17185.91379,18380.06915,23440.41169,21087.71452,23362.07162,23293.55057,,,,,,,,,,
144,10539.03062,10562.11761,10817.5,13567.63843,13719.59877,15695.38039,17194.89082,18346.57902,18286.07895,17743.26325,,,,,,,,,,
145,7808.921334,9016.240904,9780.833333,11844.31544,13261.04804,14596.08488,15038.23622,13370.71143,14709.45067,18093.70116,,,,,,,,,,
146,8259.635047,8888.933526,9310.833333,11562.84669,12083.10063,14015.66966,14976.60701,14310.49374,15437.2834,15913.78224,,,,,,,,,,
147,8132.153375,8808.642289,8920,11414.92427,12096.5033,11609.82808,12860.33244,14152.63316,15895.40153,14284.77174,,,,,,,,,,
148,8217.02364,8640.41084,8749.166667,12879.75964,11969.43782,12689.0862,12460.7919,13847.07929,14837.63527,11572.44616,,,,,,,,,,
149,7647.898173,8004.105528,8933.333333,11393.89307,10712.14201,12346.0774,11688.906,12731.47125,13334.39612,10763.9748,,,,,,,,,,
150,6771.463247,8534.548715,8693.333333,12889.04871,11828.06376,13926.99706,11710.17248,12229.43767,12028.03494,13671.74492,,,,,,,,,,
151,5922.369992,7408.36854,7617.386667,9526.910937,8576.768112,12509.67259,10241.33362,9726.579815,9279.806404,12005.76372,,,,,,,,,,
152,5378.005848,8130.619829,6093.790833,8696.04732,7887.148668,12538.37203,9977.681731,9322.68515,8757.22316,10949.87569,,,,,,,,,,
153,5564.587359,6326.313777,6963.299167,7821.032781,8310.83935,10526.71427,10207.88193,9084.451437,10815.07781,10422.43176,,,,,,,,,,
154,5480.844149,6544.773878,7628.8025,7106.637764,10726.15551,9454.349007,10220.84494,9892.750565,11014.22368,9660.045916,,,,,,,,,,
155,6009.037841,6573.864718,7366.526667,7531.073492,10892.27087,8918.110415,9760.639501,10184.10599,10381.05161,9234.079713,,,,,,,,,,
156,6418.865323,7306.323988,7412.6425,8098.671214,10817.7974,8220.788469,9764.113562,10733.81866,9898.274378,9113.81553,,,,,,,,,,
157,6290.398569,8206.574299,7087.730833,8914.843761,11349.44432,9505.911259,10447.72673,11824.61231,9621.303265,9265.473027,,,,,,,,,,
158,6257.378927,7951.785061,6797.998333,9213.425813,11778.13115,10357.11152,11972.78886,12858.78297,10801.79262,11602.07371,,,,,,,,,,
159,6892.153392,7593.354635,7144.033333,9026.50585,12288.60831,10685.088,11144.57544,13554.11013,12962.4842,12381.03182,,,,,,,,,,
160,6722.741081,6567.832296,7544.2975,8831.232334,10315.82112,10319.27024,11606.30701,12874.25723,13461.69512,10925.65258,,,,,,,,,,
161,7153.75341,6546.7229,7723.618333,8612.964188,8700.57748,9818.146633,11756.44462,13632.0782,11366.88942,10817.15079,,,,,,,,,,
162,7077.012372,6331.096568,8823.880833,8425.20831,10185.08385,10110.22827,12214.99449,14167.25673,12274.04031,12777.87346,,,,,,,,,,
163,9471.516957,10500.11077,12761.66667,12349.78108,15428.40914,14205.65416,16063.84731,17256.51268,18324.55249,18971.31795,,,,,,,,,,
164,12203.94003,14658.65061,16210,18433.75224,21293.76657,21913.38342,24405.19678,22094.24974,26319.15874,28301.79073,,,,,,,,,,
165,13435.89019,15897.15363,16627.5,18735.60031,22465.93173,25435.63397,25092.98187,21101.96536,27380.66867,30544.63947,,,,,,,,,,
166,12915.58482,14315.81118,14567.5,17648.46039,21423.10659,24850.75357,22793.76407,18939.22631,25335.41682,28879.74334,,,,,,,,,,
167,10890.71148,11302.7929,12034.16667,16019.87043,20737.31361,19054.84973,19261.11241,14793.11635,20950.91648,23037.68106,,,,,,,,,,
168,10097.41395,8592.74529,9494.166667,15320.64882,19425.90842,16463.9142,13457.24933,13998.29718,18573.2762,18677.15394,,,,,,,,,,
169,8985.323165,6515.521968,7056.666667,13010.48199,14397.18721,13526.61982,11450.01628,12669.55646,16784.85501,17304.10147,,,,,,,,,,
170,7680.649534,7384.871015,6596.666667,12840.77913,11916.72999,12892.68051,12197.42885,13451.60654,14567.97787,15890.35565,,,,,,,,,,
171,9673.423831,8310.203326,6393.333333,11827.24038,10696.62826,11550.81769,10832.72819,13390.777,14273.38526,13322.1771,,,,,,,,,,
172,9908.082568,8358.909132,7542.5,12370.07699,11092.76856,11038.56443,12497.13102,13264.46394,12631.07246,10423.78146,,,,,,,,,,
173,8483.552103,7842.292204,7660.833333,11696.73326,10776.67826,11096.64617,11392.03778,11478.74671,11002.98387,10762.52463,,,,,,,,,,
174,7518.347481,7756.569162,7653.333333,10934.30107,10181.85199,10825.85805,10596.59167,10874.5337,13187.15116,12926.46207,,,,,,,,,,
175,6239.750179,7160.715068,7404.428333,9251.735248,9455.244361,9417.795867,9302.657787,10873.49848,11282.86071,11239.8056,,,,,,,,,,
176,5243.867465,6633.485556,6670.701667,8055.880947,8662.32248,9410.484577,9148.452794,9116.320907,11304.04654,10976.91722,,,,,,,,,,
177,4930.049653,6321.490088,7229.266667,7591.563222,8227.299866,8907.682726,9355.756011,8137.114707,9139.373224,11147.76229,,,,,,,,,,
178,5603.398877,5950.853457,6721.011667,9294.372276,9069.510453,8774.270095,8729.49685,8882.155179,10126.88093,11662.09804,,,,,,,,,,
179,5756.007471,6223.758174,6099.6975,8462.448547,10046.78315,9375.422433,8737.717808,10379.48474,10093.39894,11433.09014,,,,,,,,,,
180,5277.840316,6588.271914,7006.29,9967.906801,10791.41185,10137.40812,10396.62394,11528.65911,10489.5878,12251.05818,,,,,,,,,,
181,5329.530377,6777.656194,6792.1575,9658.496773,10455.46674,9569.401906,11382.0908,10506.63137,10945.20162,12642.20957,,,,,,,,,,
182,5637.340218,6175.486958,7074.270833,10106.99309,10726.23441,9997.411752,11168.99983,11005.72064,10528.31486,13370.37638,,,,,,,,,,
183,6313.837586,6855.516974,6612.355,10031.94574,9862.360413,9896.476543,11946.68228,11847.21083,10503.35791,12954.24431,,,,,,,,,,
184,6439.679637,8079.288227,5860.3875,9709.17193,9917.048266,10397.93556,11367.23883,13444.58483,12024.37512,13038.9569,,,,,,,,,,
185,5998.995225,8409.590564,6168.230833,9555.30549,9860.486329,10658.89291,10968.60216,14398.3641,12115.92834,12982.97862,,,,,,,,,,
186,6235.575622,9618.211962,7334.239167,10182.7616,11336.2864,11055.05133,10931.99624,15572.03847,13512.99278,12088.55123,,,,,,,,,,
187,9121.060578,11334.06169,12070.20833,12872.83358,14695.21268,13767.64988,15733.27071,20652.23831,17841.13538,17029.44515,,,,,,,,,,
188,13242.2727,15632.86908,15335.83333,16505.28494,20652.60422,22163.88469,20892.69393,24177.80751,24874.17635,25509.11085,,,,,,,,,,
189,12606.91524,14199.67217,15457.5,17010.96777,20414.19798,22978.16208,17530.20078,21389.46558,28617.55429,29680.12647,,,,,,,,,,
190,13293.48022,11283.4692,14834.16667,17218.73838,18705.85075,21699.60132,20264.73822,16695.04006,26548.81707,27563.03833,,,,,,,,,,
191,10744.15475,8708.568458,12672.5,15808.77909,19067.31714,19608.59404,21224.22352,14392.86986,22912.17027,22494.61888,,,,,,,,,,
192,8404.873531,7819.436604,10471.66667,15144.26349,16585.76475,14704.98278,16353.50828,14134.8624,20299.11536,20548.94597,,,,,,,,,,
193,8430.880866,6723.561028,8786.666667,12530.00444,12766.82824,10042.9847,13975.4581,12429.86205,17460.47185,17527.98235,,,,,,,,,,
194,7952.214167,7524.577154,8230.833333,12408.01223,12014.60766,11216.21161,12274.76105,14098.12142,15546.71553,15893.85153,,,,,,,,,,
